0	16808
1	75250
2	50074
3	43659
4	8931
5	11273
6	27545
7	50879
8	77924
9	37710
10	64441
11	38166
12	84493
13	43043
14	7988
15	22504
16	82328
17	31730
18	78841
19	42613
20	44304
21	33170
22	17710
23	97158
24	29561
25	70934
26	93100
27	80279
28	51817
29	95336
30	99098
31	7827
32	13513
33	29268
34	23811
35	77634
36	80980
37	79150
38	36580
39	58822
40	11968
41	10673
42	1394
43	19337
44	25486
45	91746
46	25229
47	94092
48	40195
49	86358
50	35002
51	21154
52	16709
53	57945
54	15669
55	71491
56	88125
57	2197
58	9531
59	60904
60	27723
61	54667
62	28550
63	18025
64	97802
65	6854
66	40978
67	47409
68	8229
69	74934
70	60299
71	38982
72	28636
73	8014
74	23866
75	89815
76	39064
77	54537
78	39426
79	1670
80	24116
81	20095
82	75630
83	46502
84	46518
85	34196
86	30106
87	10405
88	19452
89	94299
90	82189
91	21124
92	99506
93	46883
94	6753
95	31567
96	36717
97	30338
98	54439
99	53145
100	51502
101	44898
102	83872
103	55829
104	11138
105	19359
106	53178
107	82398
108	22295
109	77905
110	21610
111	46232
112	59746
113	44176
114	53636
115	66299
116	98143
117	80400
118	27969
119	90413
120	261
121	73558
122	41595
123	88009
124	16396
125	25969
126	19114
127	4531
128	71007
129	10963
130	97943
131	85366
132	42083
133	79853
134	30768
135	33822
136	85696
137	24713
138	73672
139	59902
140	48591
141	24832
142	14739
143	53058
144	31617
145	19791
146	55641
147	10680
148	37336
149	77007
150	97973
151	36099
152	49096
153	75320
154	83455
155	45224
156	12290
157	56761
158	48906
159	86127
160	36124
161	29507
162	45814
163	76771
164	35239
165	29095
166	96221
167	87845
168	12367
169	40535
170	25227
171	15395
172	41364
173	18739
174	7845
175	59591
176	36551
177	45160
178	8624
179	64948
180	97386
181	7218
182	95273
183	55540
184	99248
185	42386
186	13497
187	94886
188	40624
189	82421
190	28145
191	31969
192	35736
193	99916
194	61626
195	63535
196	46043
197	96012
198	54680
199	24153
200	75245
201	77296
202	78819
203	90397
204	87693
205	1816
206	12992
207	40034
208	22670
209	19398
210	89554
211	10548
212	75826
213	21211
214	29663
215	30212
216	33809
217	73378
218	22762
219	626
220	37336
221	1869
222	77996
223	2777
224	62768
225	97440
226	29875
227	89332
228	40557
229	56302
230	68873
231	561
232	20095
233	18985
234	13756
235	39790
236	51408
237	28016
238	30194
239	22770
240	15681
241	3456
242	16856
243	67507
244	70964
245	33503
246	86677
247	63109
248	63250
249	2332
250	77845
251	87639
252	60809
253	39998
254	28652
255	54850
256	45204
257	95732
258	96532
259	98015
260	95420
261	36776
262	42010
263	30181
264	87930
265	95224
266	44055
267	88261
268	76738
269	91546
270	47318
271	37526
272	4201
273	34257
274	21565
275	60598
276	6649
277	37705
278	25551
279	25151
280	41977
281	1413
282	38555
283	82798
284	2505
285	48382
286	34749
287	7066
288	59379
289	47700
290	78210
291	25130
292	78554
293	65484
294	50448
295	64608
296	80774
297	45323
298	64306
299	55177
300	70054
301	27225
302	84631
303	80367
304	5401
305	60445
306	95371
307	70286
308	83017
309	93899
310	8156
311	41134
312	15558
313	96577
314	53179
315	58267
316	87358
317	21712
318	27879
319	20615
320	74820
321	95738
322	83134
323	20592
324	23721
325	48763
326	6634
327	76198
328	76032
329	38589
330	60590
331	54874
332	98878
333	37305
334	79359
335	61201
336	77255
337	68961
338	14916
339	93948
340	45481
341	7731
342	69956
343	74547
344	37108
345	41239
346	40001
347	84927
348	45036
349	74858
350	61114
351	50115
352	29594
353	1361
354	98355
355	68419
356	25358
357	42586
358	13730
359	21016
360	76564
361	6103
362	60918
363	86644
364	19420
365	62968
366	47748
367	45270
368	55396
369	23304
370	4474
371	19104
372	11749
373	24386
374	5659
375	63460
376	45407
377	73931
378	39825
379	85133
380	974
381	59604
382	46898
383	7921
384	3951
385	35232
386	88481
387	20204
388	13901
389	24521
390	62534
391	81259
392	17004
393	18677
394	20951
395	23935
396	58781
397	79880
398	41833
399	82575
400	33550
401	74543
402	6250
403	52772
404	66311
405	15880
406	984
407	69971
408	92041
409	82724
410	73651
411	2972
412	53230
413	90319
414	17747
415	10300
416	87231
417	85622
418	70777
419	50125
420	68245
421	76959
422	47697
423	66772
424	29065
425	91561
426	56599
427	18752
428	69941
429	64504
430	89552
431	92802
432	27206
433	15081
434	80419
435	59275
436	59650
437	40414
438	83321
439	19026
440	22013
441	1784
442	54789
443	24118
444	24009
445	81551
446	65325
447	19196
448	51258
449	24512
450	35691
451	38667
452	62411
453	60594
454	90554
455	9566
456	90961
457	28743
458	51404
459	54353
460	7308
461	56142
462	44911
463	13201
464	92800
465	43128
466	20172
467	57788
468	34415
469	31626
470	16642
471	19518
472	55349
473	1843
474	14316
475	15975
476	81446
477	11374
478	72221
479	39912
480	9240
481	45055
482	41306
483	56930
484	82254
485	54190
486	15167
487	4357
488	59305
489	59861
490	45899
491	5593
492	1721
493	66117
494	51581
495	98868
496	49353
497	26940
498	78699
499	94902
500	60812
501	16617
502	56892
503	48672
504	31729
505	26672
506	51662
507	77046
508	3121
509	20241
510	17159
511	99454
512	69628
513	85351
514	53712
515	35564
516	29595
517	7534
518	1728
519	7828
520	98796
521	19532
522	37443
523	51517
524	85007
525	78516
526	66925
527	42602
528	27098
529	68662
530	67104
531	34325
532	80109
533	44937
534	2282
535	17016
536	43711
537	63217
538	1906
539	75974
540	67782
541	82721
542	70792
543	81170
544	97866
545	15828
546	29537
547	16729
548	57126
549	20385
550	80168
551	89950
552	477
553	16047
554	21577
555	68667
556	77468
557	60521
558	27385
559	41992
560	25211
561	33259
562	28212
563	68745
564	19519
565	85719
566	21935
567	66826
568	80768
569	58690
570	49819
571	73015
572	11826
573	2919
574	58029
575	33030
576	78035
577	6728
578	51241
579	33755
580	86541
581	8397
582	90936
583	3084
584	48049
585	46866
586	87012
587	15253
588	53065
589	77877
590	17238
591	32676
592	70246
593	82711
594	70416
595	28193
596	24711
597	54748
598	63038
599	1300
600	68448
601	49716
602	41694
603	59580
604	67130
605	95165
606	33980
607	53502
608	95526
609	10290
610	74959
611	14034
612	11801
613	65090
614	87671
615	35218
616	80847
617	21039
618	9544
619	40339
620	85937
621	3322
622	97720
623	36497
624	91248
625	43789
626	28360
627	25988
628	45036
629	65236
630	83913
631	85685
632	45990
633	83785
634	63735
635	22668
636	520
637	72616
638	67046
639	65977
640	26662
641	65826
642	82820
643	71632
644	22904
645	72699
646	36799
647	92640
648	14005
649	9504
650	680
651	48766
652	7392
653	4108
654	64925
655	14366
656	57122
657	14455
658	77107
659	27451
660	51704
661	30833
662	71033
663	32142
664	61655
665	81978
666	42218
667	53901
668	57290
669	73466
670	84748
671	3623
672	89880
673	59318
674	1517
675	64049
676	82763
677	21030
678	49040
679	52709
680	5904
681	2658
682	10762
683	75753
684	61467
685	8622
686	44558
687	6997
688	26956
689	66931
690	21495
691	45556
692	92222
693	29313
694	2294
695	31428
696	42233
697	77445
698	34792
699	2199
700	49153
701	44857
702	73571
703	64304
704	27440
705	12915
706	35800
707	26767
708	91836
709	81922
710	46044
711	22753
712	74087
713	89720
714	39151
715	68411
716	18624
717	44670
718	9606
719	49944
720	37312
721	22432
722	77993
723	39817
724	38700
725	86972
726	80640
727	1371
728	25837
729	79892
730	82858
731	94834
732	83329
733	18178
734	74411
735	17684
736	85177
737	23490
738	72092
739	70435
740	84712
741	26905
742	91027
743	64892
744	10791
745	523
746	59365
747	6891
748	24885
749	16814
750	41442
751	7128
752	16180
753	85785
754	94538
755	29871
756	87562
757	32582
758	74166
759	45803
760	57733
